N,temperature,humidity,ph,rainfall,cec,crop
77,25.78720567,82.11124033,6.946636369,243.5120414,16,rice
67,23.64124821,80.28597873,5.012139669,263.1103304,13,rice
76,23.43191632,80.56887849,6.363472207999999,269.5039162,18,rice
79,24.97669518,83.891805,6.880431223,204.8001847,15,rice
70,22.72791041,82.17068809999998,7.300410836,260.8875056,12,rice
85,24.87300744,82.84022551,6.587918707999999,295.6094492000001,11,rice
70,21.32376327,83.00320459,7.283736617000001,192.3197536,17,rice
95,26.29465461,84.56919326,7.023936392,257.4914906,12,rice
95,22.2286982,81.85872947,6.939083505,278.0791793,12,rice
77,26.73072391,81.78596776,7.868474653,280.4044392,17,rice
71,24.88921174,81.97927117,5.005306977,185.9461429,18,rice
61,26.88444878,81.46033732,6.136131869,194.5766559,11,rice
80,22.67846116,83.72874389,7.5240800760000015,200.9133156,20,rice
80,26.08867875,80.37979919,5.706943251,182.9043504,11,rice
62,25.42977518,82.94682591,5.758506323,195.3574542,16,rice
99,26.40323239,81.05635517,6.349606327,223.3671883,14,rice
62,26.04371967,84.96907151,5.9999690260000005,186.7536773,13,rice
96,25.2827223,80.54372813,5.453592032,220.1156708,13,rice
95,22.08576562,83.47038318,6.372576327000001,231.7364957,13,rice
76,23.28617173,81.43321641,5.105588355,242.3170629,13,rice
76,25.48591986,81.40633547,5.9353444060000005,182.6549356,14,rice
83,23.67575393,81.03569343,5.17782304,233.7034975,18,rice
80,20.82477109,84.1341879,6.462391607000001,230.22422230000004,12,rice
88,26.92995077,81.91411159,7.069172227,290.67937830000005,11,rice
93,23.83509503,83.88387074,7.473134377,241.20135130000003,12,rice
71,26.52872817,80.12267476,6.158376967000001,218.9163567,16,rice
77,26.46428311,83.85642678,7.549873681,248.2256491,15,rice
73,22.69657794,82.81088865,6.028321557999999,256.9964761,12,rice
65,22.68319059,83.46358271,6.604993475,194.2651719,12,rice
91,21.53346343,82.14004101,6.500343222000001,295.9248796,20,rice
63,21.40865769,83.32931909999998,5.935745417000001,287.5766935000001,12,rice
87,26.54348085,84.67353597,7.072655622,183.6222657,19,rice
92,23.35905428,83.59512273,5.333322606,188.413665,20,rice
71,22.61359953,63.69070564,5.7499144210000015,87.75953857,17,Paddy(Dhan)(Common) 
89,26.10018422,71.57476937,6.931756557999999,102.2662445,16,Paddy(Dhan)(Common) 
73,23.55882094,71.59351368,6.657964753,66.71995467,18,Paddy(Dhan)(Common) 
86,19.97215954,57.68272924,6.596060648,60.65171481,15,Paddy(Dhan)(Common) 
77,18.47891261,62.69503871,5.970458434,65.43835393,13,Paddy(Dhan)(Common) 
60,21.77689322,57.80840636,6.158830619,102.0861694,13,Paddy(Dhan)(Common) 
100,25.6217169,66.50415474,6.047906679,105.4654703,18,Paddy(Dhan)(Common) 
89,25.19192419,66.69029010000001,5.913664501,78.06639649,20,Paddy(Dhan)(Common) 
79,20.41683147,62.55424820000001,5.855442401,65.27798457,20,Paddy(Dhan)(Common) 
62,24.92162194,66.78627406,5.750254943,109.2162279,17,Paddy(Dhan)(Common) 
85,23.31689124,73.4541537,5.852607099,94.29712821,14,Paddy(Dhan)(Common) 
63,24.84016732,68.3584573,6.4725232870000005,74.05474936,10,Paddy(Dhan)(Common) 
98,22.27526694,58.84015925,6.9670577620000005,63.87020584,20,Paddy(Dhan)(Common) 
60,18.87751445,65.76816093,6.082973754,94.76189431,11,Paddy(Dhan)(Common) 
75,25.19008683,60.200168700000006,5.919045532,72.12375573,18,Paddy(Dhan)(Common) 
65,18.25405352,55.28220433,6.204747652999999,63.72358154,13,Paddy(Dhan)(Common) 
93,24.612911800000006,70.4162444,6.600827017,104.1626147,20,Paddy(Dhan)(Common) 
80,25.1420613,65.26185135,6.021902237000001,76.68456006,10,Paddy(Dhan)(Common) 
83,23.09348056,60.11593810000001,6.033550195,65.49730729,18,Paddy(Dhan)(Common) 
78,18.05033737,62.89366992,6.28886807,84.23613484,20,Paddy(Dhan)(Common) 
89,24.9321581,73.80435276,6.550563822999999,79.74078719,17,Paddy(Dhan)(Common) 
89,18.14710054,71.09445342,5.573286437,88.07753741,16,Paddy(Dhan)(Common) 
77,18.28362235,66.65952796,6.829199275,80.97573281,19,Paddy(Dhan)(Common) 
67,18.83344471,58.75082029,5.716222912,79.75328959999999,10,Paddy(Dhan)(Common) 
93,25.71895816,67.22190688,5.54990242,74.51490791,11,Paddy(Dhan)(Common) 
89,25.33797709,68.49835977,6.586244581,96.46380213,10,Paddy(Dhan)(Common) 
77,23.89114571,57.48775781,5.893093135,102.8301942,20,Paddy(Dhan)(Common) 
96,21.53574127,71.50905983,5.918263801,102.4852929,10,Paddy(Dhan)(Common) 
82,23.08974909,63.10459626,5.588650585,70.43473609,10,Paddy(Dhan)(Common) 
99,25.61707368,63.4711755,6.576418207000001,108.8303762,10,Paddy(Dhan)(Common) 
97,21.44526922,63.1621551,6.178056304,65.88951188,18,Paddy(Dhan)(Common) 
75,18.51816776,55.53128131,6.641906353,90.988051,16,Paddy(Dhan)(Common) 
91,22.53510514,67.99257471,6.489040367,64.40866039,10,Paddy(Dhan)(Common) 
85,23.02038334,61.89472002,5.680361037999999,63.03843397,11,Paddy(Dhan)(Common) 
69,24.89364635,65.61418761,6.625404347999999,87.9298085,17,Paddy(Dhan)(Common) 
71,25.77175115,74.089114,6.524478032,107.4931917,20,Paddy(Dhan)(Common) 
72,19.39851734,62.35750641,5.696205468,60.95197486,11,Paddy(Dhan)(Common) 
85,21.54156232,59.64024162,6.803931519,109.7515385,20,Paddy(Dhan)(Common) 
84,23.79746068,74.82913698,6.252797547999999,91.76337172,10,Paddy(Dhan)(Common) 
65,18.9802729,74.52600826,6.092725883,94.26249353,19,Paddy(Dhan)(Common) 
89,24.10859207,73.13112261,6.234330356,71.07562236,11,Paddy(Dhan)(Common) 
97,24.7947077,70.04556743,5.722579819,76.72860067,16,Paddy(Dhan)(Common) 
93,21.63162756,60.27766379,6.430616465,69.21803098,17,Paddy(Dhan)(Common) 
82,25.37548751,57.21025565,5.983952675,101.7004306,12,Paddy(Dhan)(Common) 
94,22.21738222,72.85462807,6.80163854,106.6213157,17,Paddy(Dhan)(Common) 
92,20.58314011,69.00128641,6.499936446,66.29390357,14,Paddy(Dhan)(Common) 
95,24.87502824,68.74248334,6.265564338,91.26056654,14,Paddy(Dhan)(Common) 
65,20.03728219,56.35606753,6.727303282,109.024141,14,Paddy(Dhan)(Common) 
84,25.95263264,61.89082199,6.325235159,99.57981207,13,Paddy(Dhan)(Common) 
78,19.28889933,65.47050802,6.807487794,71.3195307,17,Paddy(Dhan)(Common) 
85,20.57981887,65.34583901,6.671085817000001,78.34604471,18,Paddy(Dhan)(Common) 
92,24.71417533,56.73426469,6.648725327,88.45361858,17,Paddy(Dhan)(Common) 
97,20.27317074,63.91281869,6.439071996,62.50351892,10,Paddy(Dhan)(Common) 
89,18.41932981,64.23580251,6.474476516,76.41312437,10,Paddy(Dhan)(Common) 
80,23.39128187,61.74427165,5.871647806,107.3198135,15,Paddy(Dhan)(Common) 
60,19.84939404,61.24500053,5.730617109,100.7689246,14,Paddy(Dhan)(Common) 
92,21.869274,61.91044947,5.850439831,107.2681929,18,Paddy(Dhan)(Common) 
73,22.8056033,56.50768935,5.791649933,101.5952794,15,Paddy(Dhan)(Common) 
92,19.0781471,69.02298571,6.740000687999999,80.72515943,16,Paddy(Dhan)(Common) 
87,22.02720976,65.35549924,6.272417541,83.73280082,10,Paddy(Dhan)(Common) 
82,23.80546189,59.24537979,5.715208817000001,89.96220140000001,19,Paddy(Dhan)(Common) 
73,18.52510753,69.0276233,5.773454729,88.10234397,16,Paddy(Dhan)(Common) 
62,23.50297882,61.32026065,5.584171461,64.77791424,12,Paddy(Dhan)(Common) 
66,26.54986394,72.89187265,5.787268394,73.33636055,12,Paddy(Dhan)(Common) 
97,19.29563411,69.63481219,5.77597783,83.21030571,11,Paddy(Dhan)(Common) 
97,20.68899915,59.4375337,6.864793607,103.651438,16,Paddy(Dhan)(Common) 
81,19.32666088,68.03449300000001,6.192360002999999,84.22969177,11,Paddy(Dhan)(Common) 
65,24.60532218,73.58868502,6.636803222999999,96.59195302,19,Paddy(Dhan)(Common) 
94,22.27373646,59.52193158,5.826426917,67.96704792,17,Paddy(Dhan)(Common) 
79,25.70196694,61.33450447,6.960358276,83.20711308,19,Paddy(Dhan)(Common) 
87,19.20129357,68.30578978,6.11275104,87.85092352,17,Paddy(Dhan)(Common) 
87,21.70181447,60.47470519,6.708446922,95.71388473,16,Paddy(Dhan)(Common) 
88,20.51716779,59.21235483,5.561510732,67.61013737,13,Paddy(Dhan)(Common) 
99,23.30355338,73.62548442,5.873242491,97.59081274,17,Paddy(Dhan)(Common) 
76,24.2547451,55.64709899,6.995843776,64.23845455,14,Paddy(Dhan)(Common) 
66,24.86374934,65.7420046,5.714799723,75.82270467,18,Paddy(Dhan)(Common) 
99,22.6265115,65.77472881,6.78073637,88.17251033,19,Paddy(Dhan)(Common) 
99,18.04185513,60.61494304,5.513697923,104.2321615,14,Paddy(Dhan)(Common) 
89,23.26237612,72.33125523,5.798423907999999,67.10225139,15,Paddy(Dhan)(Common) 
75,22.88330922,71.59722446,6.352471866,67.72777298,10,Paddy(Dhan)(Common) 
67,25.97482359,69.36385721,6.822586546,103.2234212,17,Paddy(Dhan)(Common) 
88,26.14384005,66.20569924,6.655426355,107.2361366,16,Paddy(Dhan)(Common) 
84,18.66116213,61.55327249,6.1212940410000005,75.03247667,17,Paddy(Dhan)(Common) 
85,25.10787449,55.97732754,5.790770202999999,78.16077693,13,Paddy(Dhan)(Common) 
94,23.33844615,59.24580604,6.47444292,105.0083144,10,Paddy(Dhan)(Common) 
71,25.08239719,65.92195844,6.455116637000001,62.49190812,20,Paddy(Dhan)(Common) 
83,25.36768364,72.52054555,6.6069840860000015,107.9124111,16,Paddy(Dhan)(Common) 
60,25.34217103,63.31801994,6.330554389,74.52082026,19,Paddy(Dhan)(Common) 
66,25.00933355,67.816568,6.5286312660000005,62.91359494,19,Paddy(Dhan)(Common) 
64,18.66746724,71.516474,5.721667141,69.93293255,17,Paddy(Dhan)(Common) 
73,20.37999665,63.73849998,6.644205485,108.5054416,16,Paddy(Dhan)(Common) 
89,18.09300227,72.61024172,6.376651091,78.96159541,13,Paddy(Dhan)(Common) 
64,26.16985907,71.96246617,6.247040422,79.84925393,11,Paddy(Dhan)(Common) 
75,18.65396672,61.37879671,6.656730007999999,93.62039175,19,Paddy(Dhan)(Common) 
61,26.07470121,59.37147589,6.2048017,85.75692395,15,Paddy(Dhan)(Common) 
83,18.92851916,72.80086137,6.158860284,82.34162918,15,Paddy(Dhan)(Common) 
74,23.30546753,63.24648023,6.3856842139999985,108.7603001,14,Paddy(Dhan)(Common) 
93,18.74826712,62.49878458,6.417820493,70.23401597,16,Paddy(Dhan)(Common) 
67,19.74213321,59.66263104,6.381201909,65.50861389,17,Paddy(Dhan)(Common) 
89,25.73044432,70.74739256,6.877869005,98.73771338,12,Paddy(Dhan)(Common) 
28,17.02498456,16.98861173,7.485996067,88.55123143,20,Potato
22,19.02061277,17.13159126,6.920251378,79.92698081,16,Potato
24,17.88776475,15.40589717,5.9969320370000005,68.54932919,19,Potato
58,18.86805647,15.65809214,6.391173589,88.51048983,14,Potato
33,18.36952567,19.56381041,7.152811172000001,79.26357665,16,Potato
20,20.45078582,15.40312102,5.988992796000002,92.68373702,17,Potato
31,20.6543203,16.60820843,6.231049027999999,74.6631118,14,Potato
24,17.3348681,18.74926979,7.550808267000001,82.61734721,19,Potato
59,18.17912258,18.90426935,7.010570541,81.84997529,19,Potato
31,18.01272266,18.30968112,8.753795334,81.98568791,15,Potato
43,20.99373558,19.33470387,8.718192847000001,93.55280105,16,Potato
33,19.46233971,15.22538951,7.976607593,74.58565097,17,Potato
48,19.81344531,14.69765308,6.5154995489999985,78.96514709,15,Potato
49,18.97424756,19.5161216,8.490127142,80.7108745,15,Potato
48,18.19737048,14.71070537,6.576415562,70.18185181,11,Potato
51,18.72963144,19.18197264,6.481783042999999,71.58010169,15,Potato
36,20.99502153,19.8601304,7.966605025,73.50734019,20,Potato
50,20.28155898,16.39535215,8.140825437,82.52339655,10,Potato
58,17.48042641,15.7559405,7.228963452,66.96980581,16,Potato
59,20.88818675,14.32313811,6.492546046,90.46228334,19,Potato
21,17.08498521,16.14565756,7.528599957000001,71.31007253,10,Potato
39,20.09340593,15.11279612,7.701446446,85.74904898,20,Potato
47,17.57212145,14.99927489,8.519975748,89.31050665,16,Potato
41,19.12065218,18.43475844,6.620900869,85.52950164,13,Potato
26,18.57665902,19.22008229,8.104396057999999,72.94940441,11,Potato
25,17.16606398,14.42457525,6.204090835,72.32667516,13,Potato
48,18.2872007,16.67921616,6.051091339,74.87445574,10,Potato
26,19.03025305,18.66725565,7.690962337999999,94.70992037,18,Potato
51,17.141861399999996,17.0662427,7.8292111439999985,83.74606679,18,Potato
20,17.47809436,17.93253975,6.761599706,78.92060234,14,Potato
57,20.56601874,14.25803981,6.654425315,83.75937135,16,Potato
36,17.22385224,15.82069268,6.129533877,76.57580954,14,Potato
40,19.69141713,19.44225438,8.829273328,91.76071648,10,Potato
35,17.84851658,19.09172907,8.621662982,76.32470713,12,Potato
23,18.8202251,16.1074793,8.204862075,89.73119396,13,Potato
59,17.47500984,16.54314829,6.18042747,93.35034262,11,Potato
53,18.72649425,17.58406365,7.978996755,81.20176515,20,Potato
22,18.65580107,16.17772668,7.863113671,81.70769297,17,Potato
34,18.2356751,19.68538502,6.967843048,83.74879344,11,Potato
22,18.81198127,15.21618225,6.206582192999999,77.54294240000002,11,Potato
24,18.65054116,17.80852431,8.868741443,77.92798682,17,Potato
25,20.36720401,16.89574311,8.766128654,82.2545577,19,Potato
39,18.38120357,16.63805158,8.736337905,70.52056697,14,Potato
21,17.17012591,17.30457712,8.081095263,72.78624223,19,Potato
45,19.37101121,15.77458129,6.138243973,85.24819851,20,Potato
23,17.92845928,14.27327988,7.496645259,85.37378769,10,Potato
39,19.45339934,18.23490739,8.380185271,75.6317566,14,Potato
26,19.12829388,14.92241479,6.289614016,89.61857826,10,Potato
25,19.1034283,17.26184541,6.586777189,75.49101167,20,Potato
35,17.48504075,16.96070581,6.89655198,86.05078037,14,Potato
55,19.40751744,18.98030507,7.8067476560000015,80.25064637,16,Potato
31,20.18649426,19.63719995,7.150681303,78.26039559,20,Potato
56,17.30287885,15.15405941,6.64919573,75.57790384,20,Potato
26,17.50361137,15.48083156,7.778591617999999,72.9446671,10,Potato
33,18.17234999,14.70085967,6.358740355,90.7760707,12,Potato
39,17.57445618,16.71826572,8.255450758,77.81891424,20,Potato
51,20.93175255,18.91295403,6.456148474,78.06910795,14,Potato
44,19.71098332,17.63879418,6.613072145,85.57925437,20,Potato
20,19.07937684,17.86754927,8.165359297,69.40619137,13,Potato
20,18.54988627,16.02542689,7.64867466,76.32565249,14,Potato
39,18.19903647,17.41333199,6.545888558,80.6405403,19,Potato
56,18.88852533,14.99451145,7.1042247970000005,80.11133840000002,19,Potato
22,18.49311205,14.72115044,7.358099622,91.94595352,16,Potato
36,19.48974337,17.17260319,6.4740245000000005,87.51312796,17,Potato
40,17.25769499,18.74943955,7.840339388999999,94.00287214,10,Potato
42,19.62416326,18.71483156,7.064790365,88.4585692,11,Potato
30,20.67526473,19.85388984,7.599033472,84.78344008,11,Potato
26,20.02381489,16.63294455,6.715587232000001,68.97806542,16,Potato
31,20.118744600000007,14.44228303,6.81712422,88.68168643,16,Potato
31,20.65691793,15.84572566,7.985417393,65.23811143,12,Potato
51,19.2582557,14.2804191,7.545258424,65.78042032,13,Potato
59,17.927806,15.85622899,7.728998197,74.63872762,18,Potato
26,19.16288268,15.83500655,7.354973451,82.69766829,12,Potato
47,20.26942271,19.96978871,7.313122235,69.64449182,17,Potato
27,17.09104223,18.25142068,7.785039076,87.27444866,16,Potato
37,17.06579293,17.54024066,6.307004922999999,70.87150577,14,Potato
49,20.62767492,14.44008871,6.4039823160000005,92.06630306,20,Potato
55,20.8248451,17.85057083,7.599279991,79.20509212,13,Potato
32,19.46210401,18.72831993,7.217018459,68.81405149,17,Potato
30,17.18248372,16.42891834,7.561108006,72.85017344,12,Potato
40,17.48911699,16.39055394,7.489545074,79.45758333,16,Potato
57,17.48395377,14.76014523,6.609696734,65.11365631,13,Potato
37,19.48316794,17.44534641,7.476800943,80.4986291,20,Potato
22,19.71359733,18.09665739,7.325451279,73.64476535,10,Potato
50,19.48649305,16.06240074,6.489389282,81.52842690000001,13,Potato
41,19.95264829,14.82633099,7.786366322,88.6810311,19,Potato
46,19.41789736,16.80472243,6.4084378860000015,68.4951189,19,Potato
22,19.45591848,18.02235902,8.423873703,78.44910564,10,Potato
43,20.19137759,16.41998269,8.719960893,77.33795356,12,Potato
53,18.8392908,14.74071856,7.811997977000001,94.78189594,10,Potato
21,20.71219282,19.83643308,6.317153205,94.03659867,18,Potato
35,18.99424448,15.9362937,7.114405288,78.69707199,14,Potato
34,19.96837462,15.57324389,8.135900726000001,69.15759062,14,Potato
48,17.81564548,17.60756635,7.714153037999999,90.82097601,17,Potato
46,20.71424384,15.27824066,7.103798069,76.77888672,16,Potato
37,17.34150229,18.75626255,8.861479668,67.9545435,16,Potato
25,17.43732714,14.33847406,7.861128148,73.0926704,13,Potato
60,18.89780215,19.76182946,7.4526709,69.09512477,19,Potato
53,18.59190771,14.77959596,7.168096055,89.60982451,16,Potato
50,18.31561493,15.36143547,7.26311855,81.78710463,12,Potato
17,17.13692774,20.59541693,5.68597166,128.256862,18,Brinjal
13,19.63474332,18.90705639,5.759237003,106.3598183,11,Brinjal
23,22.91350245,21.33953114,5.873171894,109.225556,16,Brinjal
12,16.43340342,24.24045875,5.926676985,140.3717815,15,Brinjal
1,22.13974653,23.02251117,5.95561668,76.64128258,12,Brinjal
9,17.84806561,18.77621951,5.9499490810000015,143.09841709999995,10,Brinjal
3,19.88394011,20.31564139,5.7892142889999985,60.91974792,18,Brinjal
27,19.32509638,23.3334788,5.581021521,104.7783947,17,Brinjal
8,18.416700100000003,23.42829938,5.689858133,132.9801054,17,Brinjal
10,21.81167649,23.20591245,5.7941585039999985,130.0608093,10,Brinjal
27,19.72702528,18.28173015,5.748190462999999,143.7630894,11,Brinjal
7,17.15432954,19.87070659,5.566522896,87.99669731,17,Brinjal
12,19.62207826,18.67170854,5.809419584,144.1567454,15,Brinjal
33,21.63149148,21.17919701,5.887263027,134.3649948,19,Brinjal
8,16.06522754,18.72479695,5.99812453,88.06638775,11,Brinjal
38,20.61162204,24.36314135,5.792744849,69.63833855,14,Brinjal
11,21.42451099,20.39659714,5.912289889,116.5206923,13,Brinjal
7,19.07096165,21.21092266,5.7883869510000014,86.21917578,11,Brinjal
1,21.18853178,19.63438599,5.728233081,137.1948633,16,Brinjal
34,23.0429097,22.42610972,5.833940084,108.3684316,12,Brinjal
13,20.65375833,23.10538637,5.967533236,67.71768947,10,Brinjal
29,18.09551014,18.29318436,5.6250964460000015,144.7902323,19,Brinjal
33,18.23775702,21.07643273,5.515615023,69.44951585,10,Brinjal
19,17.48189735,18.8251973,5.954665349,121.9401369,20,Brinjal
33,19.9191786,21.47324158,5.74644777,82.68554379,15,Brinjal
37,20.27514686,23.2353604,5.877347515,139.7521543,10,Brinjal
1,15.77370214,19.2303162,5.979973965,108.3441414,19,Brinjal
25,16.71170642,19.17651433,5.635993966,96.77285817,10,Brinjal
32,17.66148158,18.15302753,5.635231778,100.6711761,13,Brinjal
2,18.50692825,23.61670065,5.679224346,87.05132890000002,12,Brinjal
8,24.51324787,20.81527638,5.670062975,64.19497947,19,Brinjal
17,18.87614998,24.54038287,5.724242065,105.4120514,20,Brinjal
25,21.59343016,20.31871249,5.811314232000001,61.13872036,14,Brinjal
18,20.12373284,24.45202552,5.783425416,106.158201,14,Brinjal
11,15.43546065,18.37477907,5.607808432000001,139.0302034,13,Brinjal
17,22.64236876,21.59396123,5.946999529,122.3886015,10,Brinjal
33,21.98560799,24.87304788,5.852046999,129.5650601,15,Brinjal
23,20.53052663,18.09224048,5.824090984,120.4509288,10,Brinjal
12,15.78601387,21.14544088,5.502999119,95.17028129,14,Brinjal
12,19.6365349,19.68751084,5.821649914,96.65888933,19,Brinjal
29,20.57341244,19.7520218,5.711439256,87.87869161,10,Brinjal
34,20.16080524,24.84207559,5.514927264,138.2362122,16,Brinjal
7,21.53989176,24.25386207,5.99616119,120.6913038,20,Brinjal
38,15.53834801,23.75560241,5.695422862999999,107.3850593,11,Brinjal
39,19.91853092,20.70099804,5.833010957999999,108.6434544,13,Brinjal
17,20.76952209,18.93146941,5.568456899,109.0193712,11,Brinjal
26,23.46168338,23.22197648,5.645435626,95.84253438,17,Brinjal
0,24.32116642,21.0278674,5.821194486,60.27552528,15,Brinjal
0,20.12574053,24.96969858,5.659254981,100.0497183,17,Brinjal
3,21.80619564,18.57086554,5.945465949,125.0972687,20,Brinjal
32,19.52226241,24.92607153,5.9511774520000005,113.334026,11,Brinjal
37,17.00067625,19.90790546,5.5208800139999985,103.2926407,17,Brinjal
4,16.78791503,24.96881755,5.578410206,75.45328039,15,Brinjal
23,24.84906168,22.89464642,5.608165195,62.21292186,13,Brinjal
36,16.51783455,20.4555596,5.609435127999999,98.77794225,11,Brinjal
12,18.15300153,19.38602098,5.509295379,107.6907964,17,Brinjal
28,23.18864385,22.3104551,5.902033406,63.38208822,14,Brinjal
33,23.38002569,21.98879437,5.744117663,87.66898664,16,Brinjal
3,18.358923,19.37703396,5.717143397,138.414764,11,Brinjal
30,19.25975367,20.51346956,5.542690119,94.9533526,20,Brinjal
36,22.95458237,24.03553105,5.858617867,107.7315386,20,Brinjal
23,20.120043,22.89845607,5.618844277000001,104.6252153,15,Brinjal
23,21.14011423,22.7182355,5.6066203460000015,141.6056722,15,Brinjal
23,24.92360104,18.22590825,5.582178402,62.7089169,11,Brinjal
17,15.33042636,24.91506728,5.56503533,135.3315583,15,Brinjal
14,18.81097271,21.27833035,5.889614577000001,125.084915,18,Brinjal
40,23.44260668,22.77255917,5.934136378,107.4137246,12,Brinjal
1,22.8352024,18.97267518,5.683548308,63.59276673,16,Brinjal
1,24.9035819,22.27512704,5.70836603,146.4727237,15,Brinjal
36,23.78709569,24.35679348,5.948164454,119.6404412,20,Brinjal
21,22.05592283,19.60379304,5.7747551439999985,126.7265372,19,Brinjal
17,18.87492997,20.18238348,5.97229163,134.1811718,13,Brinjal
15,18.62328774,23.02410338,5.532100554,135.33780330000002,17,Brinjal
19,23.00884744,18.86880997,5.669560726,100.118612,16,Brinjal
21,19.33162606,24.13995025,5.655726817000001,68.51253427,13,Brinjal
16,16.24469193,21.35793891,5.5917040139999985,66.97053257,18,Brinjal
40,17.91652287,24.90814655,5.932323085,69.14681022,16,Brinjal
22,15.46789263,21.43780702,5.8242083089999985,88.88796102,16,Brinjal
0,17.06104474,23.77201471,5.86442953,81.83420522,11,Brinjal
39,21.32776028,18.48522915,5.866744372,109.1013261,20,Brinjal
15,23.90910104,20.74619325,5.706198621,81.60211243,12,Brinjal
2,23.89756791,22.74378977,5.940546818,112.6616435,18,Brinjal
23,22.98666928,20.57940608,5.916779289,143.85849380000005,12,Brinjal
22,21.35135729,22.91244883,5.779090476,146.4548645,18,Brinjal
30,24.1638445,19.27907819,5.82738029,116.7324324,20,Brinjal
6,24.62835037,18.18325169,5.514234138,149.7441028,15,Brinjal
34,21.02213209,24.93896255,5.662699104,124.6118471,20,Brinjal
